ID_REF,Mapped Chromosome Position
3347831.0,chr11:108535800-108811648
3347939.0,chr11:109271034-109311051
3348189.0,chr11:110300181-110393124
3348353.0,chr11:111116463-111157131
3348551.0,chr11:111385394-111407939
3348568.0,chr11:111411233-111432734
3348608.0,chr11:111473125-111608670
3348748.0,chr11:111749678-111756699
3348765.0,chr11:111782976-111784816
3348773.0,chr11:111789697-111797594
3348790.0,chr11:111800578-111893303
3348852.0,chr11:111893422-111935116
3348891.0,chr11:111944877-111955857
3348911.0,chr11:111957568-111990265
3348940.0,chr11:112035716-112096118
3348990.0,chr11:112038138-112043275
3349014.0,chr11:112096516-112104693
3349051.0,chr11:112130998-112132125
3349293.0,chr11:112831988-113149148
3349437.0,chr11:113118181-113118958
3349453.0,chr11:113185283-113244016
3349535.0,chr11:113258513-113271655
3349660.0,chr11:113775519-113817283
3349688.0,chr11:113845830-113861032
3349719.0,chr11:113930325-114121463
3349858.0,chr11:114128529-114184258
3349918.0,chr11:114271329-114285125
3349948.0,chr11:114310188-114334941
3350027.0,chr11:114494516-114579352
3350655.0,chr11:116700442-116703783
3350749.0,chr11:117015019-117047600
3350775.0,chr11:117049375-117069313
3350830.0,chr11:117069715-117081009
3350850.0,chr11:117102870-117159531
3350908.0,chr11:117185293-117284226
3351166.0,chr11:117857109-117872188
3351200.0,chr11:117947745-118002900
3351280.0,chr11:118153510-118186884
3351300.0,chr11:118215073-118224058
3351315.0,chr11:118230264-118269922
3351359.0,chr11:118271889-118302191
3351385.0,chr11:118305819-118397539
3351461.0,chr11:118307927-118309837
3351498.0,chr11:118401823-118420124
3351531.0,chr11:118436831-118473737
3351564.0,chr11:118477175-118528729
3351675.0,chr11:118754567-118766970
3351688.0,chr11:118795775-118829269
3351711.0,chr11:118841207-118851995
3351733.0,chr11:118868852-118886448
3351764.0,control
3351766.0,control
3351767.0,control
3351768.0,control
3351775.0,chr11:118889162-118896154
3351777.0,control
3351806.0,chr11:118938478-118952670
3351841.0,chr11:118955593-118965479
3351895.0,chr11:118978061-118989527
3351931.0,chr11:118992289-119005758
3351975.0,chr11:119019760-119033361
3352002.0,chr11:119039060-119054721
3352040.0,chr11:119055666-119060856
3352070.0,chr11:119076917-119178852
3352130.0,chr11:119205237-119208007
3352159.0,chr11:119252345-119529984
3352404.0,chr11:120053548-120101021
3352438.0,chr11:120110961-120196678
3352485.0,chr11:120195848-120204378
3352503.0,chr11:120206672-120391096
3352614.0,chr11:120361286-120362748
3352618.0,chr11:120382467-120857409
3352813.0,chr11:120894697-120961484
3352847.0,chr11:120971892-121091836
3352904.0,chr11:121163200-121208707
3352948.0,chr11:121322920-121572787
3353335.0,chr11:122500793-122685179
3353417.0,chr11:122704939-122743345
3353441.0,chr11:122753042-122846754
3353640.0,chr11:123229145-123498475
3353853.0,chr11:123776873-123778083
3353859.0,chr11:123810324-123811280
3353867.0,chr11:123880416-123887193
3353876.0,chr11:123893720-123894631
3353879.0,chr11:123900330-123909693
3353914.0,chr11:123951524-124033515
3354041.0,chr11:124120423-124135763
3354095.0,chr11:124315825-124441250
3354156.0,chr11:124460156-124490928
3354174.0,chr11:124492696-124506444
3354210.0,chr11:124543782-124595597
3354227.0,chr11:124589226-124617878
3354293.0,chr11:124710303-124752590
3354380.0,chr11:124789156-124790571
3354389.0,chr11:124824017-124911435
3354443.0,chr11:124932922-124962217
3354535.0,chr11:125034612-125314000
3354719.0,chr11:125365079-125369410
3354731.0,chr11:125439304-125462237
3354764.0,chr11:125462733-125492650
3354799.0,chr11:125495375-125546147
3354850.0,chr11:125616200-125712525
3354879.0,chr11:125753509-125770538
3354896.0,chr11:125773291-125793299
3355021.0,chr11:126081639-126133087
3355056.0,chr11:126139019-126148026
3355091.0,chr11:126152814-126168735
3355114.0,chr11:126173647-126215641
3355145.0,chr11:126224965-126558457
3355315.0,chr11:126858199-126875953
3355733.0,chr11:128562626-128706418
3355860.0,chr11:128761313-128794883
3355956.0,chr11:129245770-129325966
3356038.0,chr11:129685734-129729898
3356115.0,chr11:129939721-130014685
3356175.0,chr11:130029702-130081393
3356328.0,chr11:130310013-130346532
3356417.0,chr11:130542874-130587237
3356539.0,chr11:131158579-132229080
3357237.0,chr11:133938844-134021649
3357279.0,chr11:134094517-134117681
3357303.0,chr11:134123407-134135726
3357346.0,chr11:134146271-134200731
3357397.0,chr11:134201806-134248235
3357723.0,chr11:166880-517867
3357785.0,chr11:214634-236844
3357840.0,chr11:315628-343366
3357885.0,chr11:405719-417531
3358049.0,chr11:494524-507263
3358090.0,chr11:532243-537267
3358112.0,chr11:554858-560779
3358174.0,chr11:612567-615979
3358201.0,chr11:616587-626078
3358241.0,chr11:626313-627173
3358262.0,chr11:644233-695730
3358361.0,chr11:766396-786645
3358393.0,chr11:787123-790123
3358401.0,chr11:790478-798534
3358425.0,chr11:799180-805251
3358492.0,chr11:839804-860328
3358538.0,chr11:868396-915084
3358742.0,chr11:1295633-1330874
3358809.0,chr11:1490693-1563054
3358854.0,chr11:1575282-1670041
3358888.0,chr11:1605582-1606479
3358897.0,chr11:1618431-1619480
3358906.0,chr11:1628468-1629615
3358917.0,chr11:1639221-1660333
3358950.0,chr11:1756041-1785783
3359121.0,chr11:2150360-2151150
3359134.0,chr11:2132300-2179563
3359171.0,chr11:2181016-2182439
3359180.0,chr11:2185159-2206137
3359224.0,chr11:2289729-2292236
3359230.0,chr11:2316878-2323280
3359255.0,chr11:2369682-2371613
3359267.0,chr11:2425444-2454716
3359432.0,chr11:2892091-2912197
3359448.0,chr11:2908594-2924989
3359461.0,chr11:2949514-2950843
3359469.0,chr11:2959440-3013607
3359529.0,chr11:3021637-3108073
3359601.0,chr11:3108353-3209438
3359751.0,chr11:3360394-3400428
3359881.0,chr11:3658267-3663808
3359897.0,chr11:3686818-3692614
3359910.0,chr11:3696260-3818777
3360006.0,chr11:3848211-3886382
3360136.0,chr11:4388614-4391330
3360142.0,chr11:4406138-4414916
3360182.0,chr11:4592653-4599050
3360189.0,chr11:4619917-4629482
3360219.0,chr11:4687215-4719881
3360269.0,chr11:4790209-4808393
3360277.0,chr11:4824663-4825652
3360287.0,chr11:4851092-4870438
3360308.0,chr11:4935949-4936969
3360313.0,chr11:4944632-4945549
3360325.0,chr11:4967389-4968330
3360333.0,chr11:4976002-4976943
3360350.0,chr11:5079880-5080932
3360364.0,chr11:5141851-5142808
3360370.0,chr11:5152922-5153932
3360375.0,chr11:5172682-5175669
3360396.0,chr11:5220965-5221968
3360401.0,chr11:5245549-5248407
3360417.0,chr11:5253928-5255858
3360456.0,chr11:5289579-5368140
3360486.0,chr11:5312593-5323176
3360505.0,chr11:5344595-5345641
3360529.0,chr11:5461800-5472968
3360543.0,chr11:5528530-5531195
3360553.0,chr11:5535634-5537946
3360587.0,chr11:5565791-5566765
3360622.0,chr11:5667051-5959839
3360672.0,chr11:5798890-5799864
3360675.0,chr11:5809084-5822413
3360684.0,chr11:5862186-5863127
3360687.0,chr11:5877979-5878971
3360702.0,chr11:6007192-6011643
3360719.0,chr11:6023285-6024301
3360724.0,chr11:6026599-6048956
3360772.0,chr11:6232575-6255895
3360800.0,chr11:6318462-6341857
3360826.0,chr11:6416364-6440644
3360874.0,chr11:6452287-6463809
3360901.0,chr11:6469847-6495205
3360941.0,chr11:6496920-6502595
3360982.0,chr11:6536063-6625630
3361021.0,chr11:6626022-6633750
3361028.0,control
3361029.0,control
3361030.0,control
3361031.0,control
3361033.0,control
3361035.0,control
3361036.0,control
3361040.0,control
3361041.0,chr11:6634007-6640660
3361072.0,chr11:6642387-6677038
3361116.0,chr11:6701097-6733908
3361225.0,chr11:6815756-6819779
3361238.0,chr11:6912829-6913731
3361245.0,chr11:7020549-7041768
3361381.0,chr11:7686336-7709665
3361420.0,chr11:7710672-7927439
3361494.0,chr11:7817521-7818519
3361504.0,chr11:7846584-7847519
3361523.0,chr11:7949200-7950189
3361531.0,chr11:7950886-7985180
3361556.0,control
3361559.0,control
3361621.0,chr11:8114514-8190577
3361672.0,chr11:8227968-8390601
3361811.0,chr11:8413429-8615629
3361971.0,chr11:8713154-8932493
3362096.0,chr11:8941624-8956904
3362118.0,chr11:8959031-8964580
3362124.0,chr11:8968768-8986720
3362159.0,chr11:9002125-9026189
3362191.0,chr11:9041939-9115668
3362263.0,chr11:9160377-9286892
3362468.0,chr11:9799738-10315764
3362719.0,chr11:10530998-10832170
3362733.0,control
3362734.0,control
3362736.0,control
3362737.0,control
3362739.0,control
3362740.0,control
3362742.0,control
3362743.0,control
3362744.0,control
3362745.0,control
3362747.0,control
3362748.0,control
3362751.0,control
3362753.0,control
3362754.0,control
3362755.0,control
3362757.0,control
3362759.0,control
3362760.0,control
3362762.0,control
3362764.0,control
3362765.0,control
3362766.0,control
3362768.0,control
3362770.0,control
3362772.0,control
3362774.0,control
3362775.0,control
3362776.0,control
3362780.0,control
3362781.0,control
3362782.0,control
3362783.0,control
3362784.0,control
3362785.0,control
3362786.0,control
3362787.0,control
3362788.0,control
3362789.0,control
3362790.0,control
3362791.0,control
3362793.0,control
3362795.0,chr11:10533225-10571231
3362826.0,chr11:10579440-10590598
3362852.0,chr11:10592567-10735276
3362934.0,chr11:10833631-10880568
3363091.0,chr11:11292431-11661359
3363266.0,chr11:11984055-12031265
3363645.0,chr11:13409572-13484817
3363686.0,chr11:13513608-13517567
3363868.0,chr11:14295200-14385886
3363923.0,chr11:14465006-14521396
3363979.0,chr11:14526196-14665163
3364095.0,chr11:14899572-14913732
3364119.0,chr11:14912094-14913173
3364127.0,chr11:14988217-15058421
3364306.0,chr11:15922881-16760332
3364525.0,chr11:16632482-17035948
3364723.0,control
3364724.0,control
3364728.0,control
3364729.0,control
3364731.0,control
3364736.0,control
3364739.0,control
3364743.0,control
3364745.0,control
3364747.0,control
3364749.0,control
3364751.0,control
3364753.0,control
3364755.0,control
3364759.0,chr11:17108123-17229523
3364869.0,chr11:17406810-17410864
3364878.0,chr11:17414434-17508078
3365014.0,chr11:17515454-17565948
3365136.0,chr11:17809599-18034679
3365203.0,chr11:18039104-18067804
3365249.0,chr11:18091500-18127627
3365282.0,chr11:18134020-18137679
3365318.0,chr11:18252907-18258432
3365330.0,chr11:18260567-18270182
3365360.0,chr11:18293659-18344050
3365437.0,chr11:18490380-18548489
3365487.0,chr11:18551156-18610509
3365525.0,chr11:18627953-18656040
3365559.0,chr11:18725458-18747777
3365601.0,chr11:18749479-18814553
3365682.0,chr11:18955367-18961034
3365738.0,chr11:19076002-19115922
3365757.0,chr11:19203597-19232108
3365776.0,chr11:19245614-19306730
3366519.0,chr11:22643978-22676818
3366792.0,chr11:25609919-25692440
3366903.0,chr11:26580589-26593806
3366922.0,chr11:26688586-26744973
3367006.0,chr11:27117280-27119385
3367036.0,chr11:27239583-27385405
3367096.0,chr11:27387241-27505699
3367183.0,chr11:27515754-27528299
3367231.0,chr11:27676444-27743590
3367338.0,chr11:27955514-28129784
3367580.0,chr11:29991173-30038513
3367673.0,chr11:30431638-30616114
3367788.0,chr11:30851914-31275485
3367917.0,chr11:31284172-31391666
3367965.0,chr11:31451735-31531169
3368054.0,chr11:31810096-31907457
3368304.0,chr11:32409321-32546785
3368398.0,chr11:32623792-32851580
3368520.0,chr11:33098472-33211923
3368707.0,chr11:33719821-33758230
3368748.0,chr11:33762149-33796043
3368814.0,chr11:33880138-33913836
3368940.0,chr11:34170302-34379652
3369117.0,chr11:34500342-34642105
3369249.0,chr11:34903845-34937964
3369366.0,chr11:35259698-35442682
3369442.0,chr11:35453383-35560152
3369755.0,chr11:36290512-36294951
3369762.0,chr11:36262425-36311032
3369890.0,chr11:36508597-36532364
3369931.0,chr11:36612746-36622271
3370269.0,chr11:40134980-40341271
3370869.0,chr11:44279297-44362217
3371003.0,chr11:44907454-44984800
3371114.0,chr11:45261749-45307870
3371225.0,chr11:45670431-45723808
3371303.0,chr11:45931221-45940368
3371339.0,chr11:45950885-46142975
3371537.0,chr11:46405352-46408107
3371544.0,chr11:46408137-46615587
3371638.0,control
3371639.0,control
3371640.0,control
3371641.0,control
3371642.0,control
3371660.0,chr11:46624410-46638866
3371673.0,chr11:46698645-46722224
3371719.0,chr11:46764674-46868084
3371928.0,chr11:47185875-47198538
3371964.0,chr11:47198539-47208674
3371986.0,chr11:47212704-47901472
3372097.0,chr11:47258638-47270371
3372129.0,chr11:47352967-47374233
3372174.0,chr11:47376387-47430623
3372209.0,chr11:47433225-47448078
3372235.0,chr11:47459315-47470730
3372253.0,chr11:47487492-47587037
3372337.0,chr11:47593750-47600786
3372352.0,chr11:47609257-47615941
3372368.0,chr11:47623990-47664185
3372420.0,chr11:47681143-47736910
3372459.0,chr11:47737659-47789081
3372896.0,chr11:49145712-49230222
3373046.0,chr11:49997144-50004037
3373070.0,chr11:50205720-50280104
3373122.0,chr11:51393460-51436403
3373212.0,chr11:55370917-55406292
3373272.0,chr11:55681048-55682196
3373281.0,chr11:55702932-55703915
3373296.0,chr11:55746179-55753881
3373339.0,chr11:55904247-55914651
3373346.0,chr11:55926870-55927793
3373383.0,chr11:55999606-56000661
3373392.0,chr11:56043742-56099964
3373411.0,chr11:56161642-56185708
3373415.0,chr11:56229945-56233002
3373420.0,chr11:56237071-56237983
3373431.0,chr11:56257911-56258846
3373453.0,chr11:56294044-56345246
3373463.0,chr11:56309816-56310733
3373487.0,chr11:56380031-56388280
3373503.0,chr11:56408965-56409918
3373520.0,chr11:56510304-56519063
3373630.0,chr11:56969843-57019430
3373675.0,chr11:57067118-57092416
3373724.0,chr11:57088751-57103442
3373795.0,chr11:57144159-57148652
3373811.0,chr11:57154255-57158154
3373845.0,chr11:57174432-57195053
3373893.0,chr11:57250462-57283239
3373946.0,chr11:57295938-57308980
3373962.0,chr11:57319138-57335800
3374061.0,chr11:57412567-57417430
3374083.0,chr11:57467645-57479775
3374189.0,chr11:57885972-57942996
3374213.0,chr11:57970676-57971653
3374218.0,chr11:57995388-57996347
3374224.0,chr11:58034274-58035722
3374308.0,chr11:58206680-58207624
3374324.0,chr11:58274642-59190426
3374402.0,chr11:58294349-58345883
3374460.0,chr11:58407598-58526121
3374517.0,chr11:58601538-58626306
3374698.0,chr11:59341879-59383617
3374746.0,chr11:59404194-59436523
3374793.0,chr11:59480389-59489688
3374856.0,chr11:59573578-59578345
3374874.0,chr11:59596746-59613010
3374890.0,chr11:59620290-59649542
3374934.0,chr11:59911951-60034083
3375041.0,chr11:60618413-60626469
3375049.0,chr11:60658022-60674056
3375091.0,chr11:60704558-60719597
3375147.0,chr11:60896648-60943558
3375192.0,chr11:61019639-61062563
3375245.0,chr11:61066937-61100977
3375307.0,chr11:61116240-61129746
3375340.0,chr11:61170128-61197454
3375396.0,chr11:61281191-61353667
3375496.0,chr11:61514398-61525121
3375518.0,chr11:61556608-61560143
3375545.0,chr11:61568102-61584453
3375582.0,chr11:61641003-61659543
3375612.0,chr11:61661686-61713766
3375648.0,chr11:61731761-61736027
3375708.0,chr11:62041214-62088921
3375735.0,chr11:62201018-62315012
3375840.0,chr11:62342526-62359016
3375862.0,chr11:62360686-62369014
3375894.0,chr11:62369698-62379972
3375935.0,chr11:62382779-62389616
3375951.0,chr11:62392306-62414118
3375990.0,chr11:62414267-62420774
3375999.0,chr11:62430296-62440576
3376023.0,chr11:62443974-62446574
3376046.0,chr11:62453884-62457351
3376054.0,chr11:62457801-62494939
3376121.0,chr11:62515791-62521621
3376155.0,chr11:62559602-62572953
3376193.0,chr11:62574370-62599550
3376235.0,chr11:62600051-62609281
3376317.0,chr11:62674920-62689332
3376326.0,chr11:62693966-62752469
3376367.0,chr11:62759409-62800308
3376410.0,chr11:62885993-62911693
3376433.0,chr11:62931132-63010799
3376490.0,chr11:63228878-63258666
3376512.0,chr11:63320242-63331921
3376529.0,chr11:63341588-63384378
3376556.0,chr11:63391568-63393146
3376560.0,chr11:63390071-63439444
3376677.0,chr11:63678706-63687243
3376714.0,chr11:63766032-63934109
3376779.0,chr11:63991272-63994223
3376832.0,chr11:64037308-64052887
3376867.0,chr11:64083978-64085536
3376914.0,chr11:64373646-64490660
3376976.0,chr11:64488986-64512933
3377016.0,chr11:64513871-64528187
3377044.0,chr11:64531251-64546241
3377091.0,chr11:64552392-64570713
3377149.0,chr11:64570994-64578766
3377177.0,chr11:64590870-64612041
3377226.0,chr11:64620214-64647626
3377322.0,chr11:64701949-64703360
3377358.0,chr11:64755418-64781787
3377385.0,chr11:64812300-64825993
3377423.0,chr11:64835499-64851673
3377456.0,chr11:64883876-64885170
3377463.0,chr11:64888121-64889658
3377464.0,control
3377465.0,control
3377467.0,control
3377469.0,control
3377471.0,control
3377474.0,chr11:64893633-64902416
3377569.0,chr11:65138858-65151162
3377669.0,chr11:65305992-65326795
3377737.0,chr11:65360327-65363467
3377752.0,chr11:65365230-65383117
3377789.0,chr11:65420280-65447915
3377826.0,chr11:65482490-65488409
3377861.0,chr11:65540199-65548253
3377886.0,chr11:65590493-65630220
3377892.0,control
3377893.0,control
3377894.0,control
3377895.0,control
3377897.0,control
3377899.0,control
3377933.0,chr11:65633795-65640976
3377964.0,chr11:65651211-65656010
3377988.0,chr11:65657539-65670903
3378007.0,chr11:65684317-65686531
3378024.0,chr11:65764016-65770063
3378043.0,chr11:65784224-65793992
3378072.0,chr11:65809350-65816651
3378159.0,chr11:66051681-66056613
3378183.0,chr11:66081967-66084950
3378191.0,chr11:66099542-66104052
3378210.0,chr11:66104817-66112708
3378228.0,chr11:66112873-66115130
3378244.0,chr11:66129576-66139635
3378281.0,chr11:66202550-66234199
3378320.0,chr11:66291646-66313661
3378344.0,chr11:66330944-66336075
3378368.0,chr11:66357651-66360544
3378411.0,chr11:66424602-66445363
3378433.0,chr11:66445422-66496630
3378541.0,chr11:66615999-66725912
3378671.0,chr11:66963046-66964628
3378732.0,chr11:67118247-67124489
3378758.0,chr11:67131645-67141188
3378790.0,chr11:67165660-67188644
3378818.0,chr11:67202893-67205143
3378830.0,chr11:67205526-67211550
3378851.0,chr11:67216851-67222641
3378867.0,chr11:67231237-67236743
3378895.0,chr11:67259240-67272827
3378934.0,chr11:67273647-67276141
3378957.0,chr11:67286393-67292081
3378983.0,chr11:67370351-67374177
3379031.0,chr11:67395417-67397526
3379045.0,chr11:67398774-67407242
3379063.0,chr11:67410027-67418185
3379091.0,chr11:67429637-67448675
3379269.0,chr11:67758102-67772431
3379326.0,chr11:67820328-67921819
3379390.0,chr11:67922337-67981862
3379452.0,chr11:68028807-68042070
3379597.0,chr11:68474913-68519002
3379644.0,chr11:68522090-68610512
3379708.0,chr11:68611613-68671278
3379744.0,chr11:68713940-68749118
3379777.0,chr11:68771867-68798951
3380065.0,chr11:69467720-69473187
3380080.0,chr11:69466637-69490188
3380126.0,chr11:69501971-69519106
3380142.0,chr11:69521141-69590171
3380181.0,chr11:69610904-69699371
3380365.0,chr11:70285124-70963613
3380647.0,chr11:71051194-71135369
3380697.0,chr11:71145475-71159447
3380769.0,chr11:71292966-71318690
3380901.0,chr11:71712261-71791719
3380980.0,chr11:71796031-71814413
3380996.0,chr11:71817430-71823779
3381038.0,chr11:71949969-71955219
3381063.0,chr11:71962014-72145689
3381150.0,chr11:72287189-72385453
3381241.0,chr11:72395373-72463414
3381317.0,chr11:72465139-72521814
3381377.0,chr11:72546105-72853286
3381540.0,chr11:73111532-73312350
3381607.0,chr11:73386575-73472201
3381682.0,chr11:73583715-73588013
3381702.0,chr11:73646652-73882230
3381806.0,chr11:73674712-73681322
3381817.0,chr11:73685712-73694352
3381843.0,chr11:73711038-73720130
3381879.0,chr11:73946866-74022712
3381925.0,chr11:74041364-74109712
3381965.0,chr11:74165886-74178534
3382015.0,chr11:74407474-74442217
3382045.0,chr11:74409286-74410693
3382061.0,chr11:74518794-74660514
3382175.0,chr11:74799796-74800758
3382216.0,chr11:74971172-75062852
3382296.0,chr11:75118865-75141674
3382319.0,chr11:75141725-75236888
3382410.0,chr11:75297964-75380211
3382523.0,chr11:75864739-75921793
3382698.0,chr11:76368573-76480940
3382830.0,chr11:76927605-76998451
3382861.0,chr11:77032597-77185345
3382948.0,chr11:77326088-77348847
3382972.0,chr11:77376004-77531905
3383046.0,chr11:77524199-77525120
3383081.0,chr11:77589818-77705790
3383130.0,chr11:77726762-77734320
3383138.0,chr11:77749383-77791265
3383164.0,chr11:77806353-77850689
3383227.0,chr11:77926238-78312195
3383322.0,chr11:78146241-78285889
3384248.0,chr11:82440983-82444949
3384270.0,chr11:82522573-82612699
3384321.0,chr11:82688719-82782903
3384417.0,chr11:82895495-82904674
3384471.0,chr11:82969320-83046724
3384704.0,chr11:83166058-83169128
3384718.0,chr11:83164658-84634434
3385003.0,chr11:85368630-85393886
3385027.0,chr11:85394893-85397320
3385042.0,chr11:85405264-85522178
3385175.0,chr11:85667705-85780833
3385307.0,chr11:86142372-86383644
3385509.0,chr11:86649125-86667340
3385752.0,chr11:87846321-87911293
3385769.0,chr11:88026773-88090951
3385834.0,chr11:88237550-88799103
3385951.0,chr11:89057524-89322769
3386038.0,chr11:89522835-89757681
3386217.0,chr11:89933272-89956532
3386638.0,chr11:92845992-92931098
3386737.0,chr11:93210488-93276654
3386814.0,chr11:93463183-93474660
3387010.0,chr11:94110483-94134586
3387033.0,chr11:94148754-94227031
3387171.0,chr11:94683167-94707044
3387259.0,chr11:94906119-94965661
3387413.0,chr11:95490268-95523520
3387469.0,chr11:95556415-95557326
3387483.0,chr11:95566046-95657449
3387537.0,chr11:95709760-96076457
3387708.0,chr11:95987594-95992691
3387771.0,chr11:96065475-96123072
3388365.0,chr11:100870388-101001255
3388438.0,chr11:101322217-101547983
3388517.0,chr11:101694784-101787253
3388631.0,chr11:102267075-102323735
3388673.0,chr11:102391273-102401478
3388696.0,chr11:102447564-102496050
3388730.0,chr11:102562238-102576445
3388751.0,chr11:102583185-102595661
3388785.0,chr11:102638270-102651351
3388807.0,chr11:102660658-102668894
3388830.0,chr11:102677769-102714353
3388859.0,chr11:102733467-102751686
3388893.0,chr11:102813726-102837644
3388914.0,chr11:102837118-102980634
3389077.0,chr11:103552682-104035906
3389257.0,chr11:104756465-104769387
3389273.0,chr11:104772291-104862992
3389330.0,chr11:104864982-104879666
3389353.0,chr11:104896245-105411994
3389450.0,chr11:104912073-104916052
3389473.0,chr11:105008449-105026866
3389529.0,chr11:105850789-105892974
3389566.0,chr11:105893065-105948445
3389647.0,chr11:106319411-106889622
3389745.0,chr11:106996806-107328510
3389878.0,chr11:107367740-107441178
3389954.0,chr11:107578109-107582782
3389976.0,chr11:107627830-107799009
3390067.0,chr11:108027966-108094692
3390143.0,chr11:108201811-108338232
3390180.0,chr11:108342855-108369093
3390195.0,chr11:108378923-108464360
3390542.0,chr11:110037504-110168240
3390641.0,chr11:110402499-110651337
3390852.0,chr11:111164112-111176175
3390860.0,chr11:111222515-111250417
3390949.0,chr11:111338255-111383751
3391029.0,chr11:111597638-111637169
3391093.0,chr11:111656295-111742313
3391149.0,chr11:111744800-111783896
3391203.0,chr11:111900389-111901091
3391214.0,chr11:111934754-111944978
3391234.0,chr11:111954581-111957774
3391255.0,chr11:112013986-112046607
3391653.0,chr11:113280338-113346112
3391724.0,chr11:113515545-113602455
3391769.0,chr11:113603936-113644473
3391816.0,chr11:113668598-113747772
3392044.0,chr11:114262165-114271226
3392062.0,chr11:114383789-114430580
3392091.0,chr11:114441323-114551048
3392332.0,chr11:115039938-115375246
3392840.0,chr11:116618889-116643712
3392871.0,chr11:116648442-116658734
3392874.0,control
3392875.0,control
3392876.0,control
3392877.0,control
3392878.0,control
3392879.0,control
3392880.0,control
3392881.0,control
3392883.0,control
3392884.0,control
3392885.0,control
3392886.0,control
3392887.0,control
3392888.0,control
3392890.0,control
3392892.0,control
3392893.0,control
3392896.0,control
3392898.0,control
3392900.0,control
3392902.0,control
3392904.0,control
3392906.0,control
3392908.0,control
3392910.0,control
3392912.0,control
3392914.0,control
3392916.0,control
3392918.0,control
3392920.0,control
3392922.0,control
3392924.0,control
3392926.0,control
3392928.0,control
3392930.0,control
3392932.0,control
3392934.0,control
3392936.0,control
3392938.0,control
3392940.0,control
3392942.0,control
3392944.0,control
3392946.0,control
3392948.0,control
3392950.0,control
3392952.0,control
3392954.0,control
3392956.0,control
3392957.0,chr11:116659683-116662841
3392973.0,chr11:116687023-116694020
3392986.0,chr11:116706529-116708646
3392996.0,chr11:116714018-116969131
3393200.0,chr11:117073338-117103244
3393257.0,chr11:117156402-117186965
3393311.0,chr11:117283065-117688230
3393446.0,chr11:117671569-117703540
3393479.0,chr11:117703768-117748125
3393536.0,chr11:117771360-117809900
3393622.0,chr11:118004094-118024129
3393652.0,chr11:118036189-118047323
3393670.0,chr11:118064442-118095735
3393704.0,chr11:118097411-118123049
3393720.0,chr11:118124149-118135160
3393744.0,chr11:118193386-118213449
3393796.0,chr11:118303846-118305920
3393834.0,chr11:118415076-118443665
3393891.0,chr11:118528750-118565655
3393946.0,chr11:118620413-118662423
3393993.0,chr11:118766866-118799737
3394057.0,chr11:118872855-118874293
3394068.0,chr11:118886385-118889380
3394071.0,control
3394074.0,control
3394075.0,control
3394076.0,control
3394080.0,control
3394082.0,control
3394085.0,control
3394087.0,control
3394092.0,chr11:118894845-118901773
3394123.0,chr11:118914913-118936967
3394183.0,chr11:118964615-118966819
3394192.0,chr11:118967044-118979031
3394264.0,chr11:119176101-119188927
3394315.0,chr11:119209652-119211150
3394330.0,chr11:119212032-119217373
3394356.0,chr11:119225925-119252411
3394412.0,chr11:119288108-119317324
3394488.0,chr11:119494128-119599682
3394660.0,chr11:119982011-120008863
3395198.0,chr11:121986072-121986913
3395416.0,chr11:122924099-122933685
3395464.0,chr11:122940580-123073858
3395691.0,chr11:123499896-123525312
3395735.0,chr11:123592821-123612440
3395765.0,chr11:123624292-123649497
3395774.0,chr11:123676116-123711615
3395807.0,chr11:123813574-123814545
3395811.0,chr11:123847403-123848461
3395817.0,chr11:123864870-123909708
3395893.0,chr11:124179736-124180662
3395899.0,chr11:124189158-124190093
3395958.0,chr11:124293838-124298207
3395964.0,chr11:124310046-124310981
3395990.0,chr11:124406584-124413550
3396003.0,chr11:124504854-124607570
3396084.0,chr11:124617371-124622158
3396107.0,chr11:124623035-124633127
3396144.0,chr11:124636395-124670691
3396179.0,chr11:124659140-124664572
3396198.0,chr11:124752089-124767776
3396249.0,chr11:124770702-124806237
3396589.0,chr11:125310430-125312596
3396593.0,chr11:125303478-125366186
3396660.0,chr11:125541438-125591276
3396726.0,chr11:125646035-125648704
3396736.0,chr11:125757897-125774037
3396770.0,chr11:125826716-125933203
3396883.0,chr11:126071992-126081533
3396916.0,chr11:126131294-126138803
3397003.0,chr11:126292996-126871051
3397589.0,chr11:128328669-128457846
3397774.0,chr11:128707915-128737268
3397792.0,chr11:128722439-128776090
3397847.0,chr11:128797936-128813274
3397877.0,chr11:128837830-129062087
3397951.0,chr11:129103683-129153049
3398076.0,chr11:129729732-129765459
3398145.0,chr11:129769631-130082674
3398241.0,chr11:130083055-130184571
3398328.0,chr11:130274828-130316752
3398455.0,chr11:130714088-130735493
3398482.0,chr11:130745110-130786405
3398754.0,chr11:131528217-131533455
3399004.0,chr11:132278376-133402800
3399379.0,chr11:133710534-133715404
3399398.0,chr11:133766339-133772239
3399456.0,chr11:133785186-133807995
3399545.0,chr11:134018438-134095180
3399623.0,chr11:134118181-134123281
3399678.0,chr11:134248400-134294527
3399922.0,chr12:154341-287610
3400034.0,chr12:407843-1020928
3400190.0,chr12:498459-551804
3400236.0,chr12:569543-673191
3400384.0,chr12:976996-978270
3400413.0,chr12:1100404-1605086
3400586.0,chr12:1639506-1756375
3400625.0,chr12:1800157-1897810
3400730.0,chr12:2162202-2852713
3401080.0,chr12:2666575-2668091
3401086.0,chr12:2802597-2806285
